64,"[60, 70[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
68,"[60, 70[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
69,"[60, 70[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
71,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
72,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
75,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
76,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
78,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
80,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
81,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
83,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
84,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
85,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
86,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
87,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
88,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
89,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
90,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
91,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
92,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
93,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
94,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
95,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
96,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
97,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
98,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
99,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
100,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
101,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
102,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
103,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
104,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
105,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
106,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
107,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
108,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
109,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
110,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
111,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
112,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
113,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
114,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
115,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
116,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
117,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
118,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
119,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
120,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
121,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
122,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
123,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
124,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
125,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
126,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
127,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
128,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
129,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
130,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
131,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
132,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
133,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
134,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
135,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
136,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
137,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
138,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
139,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
140,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
141,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
142,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
143,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
144,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
145,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
146,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
147,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
148,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
149,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
150,"[150, 160[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
151,"[150, 160[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
152,"[150, 160[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
153,"[150, 160[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
155,"[150, 160[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
157,"[150, 160[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
