18,"[15, 20[","[10, 20[","[10, 30[","[10, 50[","[10, 90["
19,"[15, 20[","[10, 20[","[10, 30[","[10, 50[","[10, 90["
20,"[20, 25[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
21,"[20, 25[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
22,"[20, 25[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
23,"[20, 25[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
24,"[20, 25[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
25,"[25, 30[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
26,"[25, 30[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
27,"[25, 30[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
28,"[25, 30[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
29,"[25, 30[","[20, 30[","[10, 30[","[10, 50[","[10, 90["
30,"[30, 35[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
31,"[30, 35[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
32,"[30, 35[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
33,"[30, 35[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
34,"[30, 35[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
35,"[35, 40[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
36,"[35, 40[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
37,"[35, 40[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
38,"[35, 40[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
39,"[35, 40[","[30, 40[","[30, 50[","[10, 50[","[10, 90["
40,"[40, 45[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
41,"[40, 45[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
42,"[40, 45[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
43,"[40, 45[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
44,"[40, 45[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
45,"[45, 50[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
46,"[45, 50[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
47,"[45, 50[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
48,"[45, 50[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
49,"[45, 50[","[40, 50[","[30, 50[","[10, 50[","[10, 90["
50,"[50, 55[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
51,"[50, 55[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
52,"[50, 55[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
53,"[50, 55[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
54,"[50, 55[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
55,"[55, 60[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
56,"[55, 60[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
57,"[55, 60[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
58,"[55, 60[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
59,"[55, 60[","[50, 60[","[50, 70[","[50, 90[","[10, 90["
60,"[60, 65[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
61,"[60, 65[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
62,"[60, 65[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
63,"[60, 65[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
64,"[60, 65[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
65,"[65, 70[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
66,"[65, 70[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
67,"[65, 70[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
68,"[65, 70[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
69,"[65, 70[","[60, 70[","[50, 70[","[50, 90[","[10, 90["
70,"[70, 75[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
71,"[70, 75[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
72,"[70, 75[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
73,"[70, 75[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
74,"[70, 75[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
75,"[75, 80[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
76,"[75, 80[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
77,"[75, 80[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
78,"[75, 80[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
79,"[75, 80[","[70, 80[","[70, 90[","[50, 90[","[10, 90["
80,"[80, 85[","[80, 90[","[70, 90[","[50, 90[","[10, 90["
81,"[80, 85[","[80, 90[","[70, 90[","[50, 90[","[10, 90["
82,"[80, 85[","[80, 90[","[70, 90[","[50, 90[","[10, 90["
83,"[80, 85[","[80, 90[","[70, 90[","[50, 90[","[10, 90["
84,"[80, 85[","[80, 90[","[70, 90[","[50, 90[","[10, 90["
85,"[85, 90[","[80, 90[","[70, 90[","[50, 90[","[10, 90["
