64.0,"[60, 70[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
68.0,"[60, 70[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
69.0,"[60, 70[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
71.0,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
72.0,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
75.0,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
76.0,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
78.0,"[70, 80[","[60, 80[","[40, 80[","[40, 120[","[40, 200["
80.0,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
80.9,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
81.0,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
83.0,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
83.6,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
84.0,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
85.0,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
86.0,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
87.0,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
87.9,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
88.0,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
89.0,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
89.4,"[80, 90[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
90.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
91.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
91.9,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
92.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
93.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
94.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
95.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
96.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
97.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
98.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
99.0,"[90, 100[","[80, 100[","[80, 120[","[40, 120[","[40, 200["
100.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
101.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
102.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
103.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
104.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
105.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
106.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
107.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
108.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
109.0,"[100, 110[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
110.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
111.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
111.6,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
112.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
113.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
114.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
115.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
116.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
117.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
118.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
119.0,"[110, 120[","[100, 120[","[80, 120[","[40, 120[","[40, 200["
120.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
121.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
122.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
123.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
124.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
125.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
126.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
127.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
128.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
129.0,"[120, 130[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
130.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
131.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
132.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
133.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
134.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
135.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
136.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
137.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
138.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
138.5,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
139.0,"[130, 140[","[120, 140[","[120, 160[","[120, 200[","[40, 200["
140.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
141.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
142.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
143.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
144.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
145.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
146.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
147.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
148.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
149.0,"[140, 150[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
150.0,"[150, 160[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
150.4,"[150, 160[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
151.0,"[150, 160[","[140, 160[","[120, 160[","[120, 200[","[40, 200["
